Date,Title,Description
2022-05-25T02:21:16Z,"Cathie Wood Laps Up $16M In Tesla, Marking 2nd Straight Buy As Stock Slumps Another 7%","Cathie Wood-led Ark Invest scooped up more shares in Tesla Inc (NASDAQ: TSLA) on Tuesday, a day after the money managing firm resumed buying shares in the Elon Musk-led company. The stock has plunged 37% in a month in the backdrop of production issues in China and the billionaire entrepreneur’s bid to buy Twitter Inc (NYSE: TWTR) for $44 billion.
The popular money managing firm bought 26,081 shares — estimated to be worth $16.38 million— in the Austin, Texas headquartered electric vehicle maker.
Tesla shares closed 6.9% lower at $628.16 on Monday, sinking to their lowest levels since June. The stock has declined over 37% over the past month and ..."
2022-05-25T05:47:00Z,A 'Lost Decade' Ahead For Markets?,"Over the last 120 years, valuations have consistently proved to be a strong predictor of future returns with lost decades a common occurrence."
2022-05-25T19:58:25Z,Why Zoom Stock Was Zooming on Wednesday,A famous investor loads up on the shares.
2022-05-26T04:48:00Z,Q2 2022 Global Outlook: Bracing For Volatility,"Central banks are facing a growth-inflation trade-off. Hiking interest rates too much risks triggering a recession, while not tightening enough risks causing runaway inflation."
2022-05-27T05:09:46Z,Long Leading Forecast Update: Recession Watch Beginning Q1 2023,"There are 7 long leading indicators from the financial, production, and consumption sectors. Read more to see what they indicate at present."
2022-05-27T06:09:01Z,Cathie Wood's Ark Invest Makes Nvidia Re-Entry After 7 Months With $44M Buy,"Popular stock picker Cathie Wood’s Ark Invest on Thursday initiated a new exposure in Nvidia Inc (NASDAQ: NVDA) just seven months after it had exited all of its stake in the graphics chipmaker.
St. Petersburg, California-based Ark Invest scooped up 245,286 shares, estimated to be worth $43.78 million, in Nvidia on Thursday when the stock closed 5.2% higher and brought its year's losses to 41%.
Semiconductor stocks had a bullish run during the COVID-19 pandemic as the health crisis ..."
2022-05-27T16:25:34Z,Why Nvidia Stock Jumped Another 3.5% Today,Some investors think the stock is a buy right now after the recent earnings report.
2022-05-28T04:10:00Z,Week Ahead - Another Action-Packed Week,It’s likely to be another action-packed week despite numerous countries seeing it shortened by bank holidays.
2022-05-28T12:00:00Z,Optimism Abounds: Bear Market Bounce Or Buyable Bottom?,Are we witnessing a bear market bounce or a buyable bottom? Read why investors should exercise caution with all this market volatility.
2022-05-28T15:06:00Z,‘Lots of stagflation in the new home market’: Homebuilder ETFs are struggling,"In this week’s ETF Wrap, we look at the steep drop of homebuilder ETFs this year, as new homes sales have fallen in the U.S. amid high prices and rising interest rates."
2022-05-30T04:40:00Z,"Bear Markets And Recessions, Not Inevitable - Weekly Blog # 735",If investors start selling before the declaration of a bear market/recession they will reduce the magnitude of the decline and forgo the opportunity to participate in a major future reversal
2022-05-31T12:30:00Z,Billionaire Ray Dalio Says Cash Is Trash And Equities Are Even Trashier: SPY,"Ray Dalio cautioned investors away from cash, citing high inflation causing cash to be a guaranteed loser. Find our top picks to navigate the current scenario."
2022-05-31T19:55:00Z,5 large companies that will emerge from the tech wreck as even more fearsome,Technology companies that provide a real value for the economy will stand apart from those that benefited from pandemic-era hype.
2022-06-01T02:27:15Z,Cathie Wood Scoops Up $1.3M In Tesla As Stock Stays In The Red This Year,"Cathie Wood-led Ark Investment Management added more Tesla Inc (NASDAQ: TSLA) stock to its portfolio on Tuesday, raising its exposure to the electric vehicle maker for the fourth time this month.
Ark Invest bought 1,721 shares, estimated to be worth $1.3 million, in Tesla on Tuesday.
Shares of the Elon Musk-led company closed 0.18% higher at $758.3 on Tuesday, but are down 36.8% so far this year.
Tesla shares have been under intense pressure ever since China introduced extensive three-week lockdowns ..."
